醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
3532042311,瑞恩內科診所,西醫診所,(03)4820528,桃園市楊梅區瑞溪路１段２５６巷２號１樓至２樓,北區業務組,4,"門診診療,血液透析,腹膜透析業務",內科,20270926,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,68000,20230911
3532042320,加合診所,西醫診所,(03)4202677,桃園市楊梅區電研路９９之１號１樓,北區業務組,4,"安寧居家療護(乙類),門診診療",家醫科,20261031,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,114／12／25休診,68000,20231101
3532042339,楊梅康澤復健科診所,西醫診所,(03)2755191,桃園市楊梅區大成路１０５號１樓、２樓及３樓,北區業務組,4,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療",復健科,20270715,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20240215
3532042348,安怡診所,西醫診所,(03)4780811,桃園市楊梅區新農街１５５號３樓,北區業務組,4,"門診診療,血液透析,腹膜透析業務",內科,20280302,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,看診時段:一、三、五 早上 0900-1200  下午 14:00-17:00  二、四、六 早上 0900-1200,68000,20240716
3532042357,誠心診所,西醫診所,(03)4782899,桃園市楊梅區大華街６３號１樓,北區業務組,4,門診診療,外科,20270820,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上看診、星期日晚上休診,看診時段：早07:30-12:00、午14:30-17:30、晚18:00-21:00,68000,20240821
3532050180,宜佑診所,一般診所（醫務室）,(03)3226111,桃園市蘆竹區南崁路２３６號,北區業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,19950301
3532050233,梁志豪婦產科診所,專科診所,(03)3521066,桃園市蘆竹區錦中里南崁路９８號,北區業務組,4,"門診診療,婦女人類乳突病毒檢測服務,分娩",婦產科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,19950301
3532050242,黃三奇診所,一般診所（醫務室）,(03)3521219,桃園市蘆竹區錦興里中正路３７５號,北區業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,10／10 上午看診,68000,19950301
3532050304,劉發森診所,一般診所（醫務室）,(03)3526967,桃園市蘆竹區光明路二段２６１號,北區業務組,4,,,20240104,,,68000,19950605
3532050439,聖欣小兒科診所,專科診所,(03)3231010,桃園市蘆竹區大竹路５３１號,北區業務組,4,門診診療,兒科,20280624,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,68000,19960625
3532050457,王增齊診所,一般診所（醫務室）,(03)3215892,桃園市蘆竹區中正路３０６號一、二樓,北區業務組,4,"復健－物理治療業務,門診診療",不分科,20281003,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,上午8:30~11:50 下午3:30~5:50 晚上6:30~8:20,68000,19961004
3532050484,長安診所,一般診所（醫務室）,(03)3246003,桃園市蘆竹區海山路１４號１樓,北區業務組,4,"復健－物理治療業務,復健－職能治療業務,門診診療","家醫科,復健科",20280220,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,68000,19970221
3532050528,莊耳鼻喉科診所,專科診所,(03)3125295,桃園市蘆竹區南山路一段５２號１樓,北區業務組,4,門診診療,耳鼻喉科,20280728,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,19970729
3532050546,游眼科診所,專科診所,(03)3139591,桃園市蘆竹區大竹路504之4號,北區業務組,4,門診診療,眼科,20280818,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,19970819
3532050555,林會川診所,一般診所（醫務室）,(03)3125941,桃園市蘆竹區南榮里光明路一段１２號,北區業務組,4,門診診療,家醫科,20280831,星期一上午休診、星期二上午休診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,19970901
3532051650,竹安診所,一般診所（醫務室）,(03)3230491,桃園市蘆竹區大竹路５２９號之一,北區業務組,4,,,20241004,,,68000,20000308
3532051703,劉賢璟皮膚科診所,專科診所,(03)3530308,桃園市蘆竹區南崁路３３８號,北區業務組,4,門診診療,皮膚科,20280814,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20000815
3532051712,朱智盟眼科診所,專科診所,(03)3529503,桃園市蘆竹區中正路３６７號１、３樓,北區業務組,4,門診診療,眼科,20280904,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,10／8早診 午診   10／9早診 10／10早診,68000,20000905
3532051767,佳音小兒科診所,一般診所（醫務室）,(03)3127553,桃園市蘆竹區錦興里中正路３５９號,北區業務組,4,門診診療,兒科,20280725,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,68000,20010726
3532051785,晨新診所,一般診所（醫務室）,(03)3222232,桃園市蘆竹區中正路３５７號一．二．三樓,北區業務組,4,門診診療,不分科,20280806,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,68000,20010807
3532051801,明濟診所,一般診所（醫務室）,(03)3248677,桃園市蘆竹區南山路三段２５７號,北區業務組,4,門診診療,不分科,20280521,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午休診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上看診、星期日晚上休診,週日固定休診，國定假日及補假上午看診，下五及晚上休診,68000,20020522
3532051810,全右診所,一般診所（醫務室）,(03)2126100,桃園市蘆竹區中山路３４號１樓,北區業務組,4,門診診療,不分科,20281027,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,08:30-12:00，15:30-18:00，19:00-20:50,68000,20021028
3532051847,宏安耳鼻喉科診所,專科診所,(03)2122946,桃園市蘆竹區南昌路２６１號一樓,北區業務組,4,門診診療,耳鼻喉科,20280626,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,六日 只看上午診 國定假日， 端午節連續假期， 颱風天- 整天均照常看診..2／28 都有看診,68000,20030627
3532051856,國欣診所,專科診所,(03)2127368,桃園市蘆竹區中山路１４３號一樓,北區業務組,4,門診診療,兒科,20280724,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,68000,20030725
3532051883,謝欣穎婦產科診所,專科診所,(03)2126326,桃園市蘆竹區南崁路２３５號,北區業務組,4,"門診診療,婦女人類乳突病毒檢測服務",婦產科,20280516,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20040517
3532051892,大孫診所,一般診所（醫務室）,(03)2129955,桃園市蘆竹區南崁路１３１號,北區業務組,4,門診診療,不分科,20280719,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,114／10／04全天開診，114／10／05全天休診，114／10／06全天開診,68000,20040720
3532051927,陳博文診所,專科診所,(03)2126188,桃園市蘆竹區南崁路一一二號,北區業務組,4,門診診療,家醫科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,68000,20050301
3532051954,安泰耳鼻喉科診所,專科診所,(03)3118478,桃園市蘆竹區中山路93號,北區業務組,4,門診診療,耳鼻喉科,20281028,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,68000,20051029
3532051972,宏日診所,一般診所（醫務室）,(03)3121200,桃園市蘆竹區南昌路二五二號,北區業務組,4,門診診療,不分科,20281130,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,114／12／25全日看診115／1／1 全日看診,68000,20051201
3532051981,安禾診所,專科診所,(03)2221156,桃園市蘆竹區吉林路１８號１樓、１２號２樓、２０號２樓及３樓,北區業務組,4,"門診診療,血液透析",內科,20281205,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20051206
3532052004,慶成診所,專科診所,(03)3137379,桃園市蘆竹區大新路一○七號,北區業務組,4,門診診療,內科,20280523,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,68000,20060614
3532052031,德信診所,一般診所（醫務室）,(03)2220718,桃園市蘆竹區奉化路136號1、3樓、138號1樓,北區業務組,4,門診診療,"內科,兒科",20280905,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,12月25日上午下午晚上看診,68000,20060906
3532052095,大興診所,一般診所（醫務室）,(03)3236433,桃園市蘆竹區大新路17號,北區業務組,4,門診診療,不分科,20280828,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20070829
3532052184,芯悅診所,一般診所（醫務室）,(03)3228908,桃園市蘆竹區吉林路37號,北區業務組,4,門診診療,內科,20280825,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,113.9.16-17中秋佳節全天休診,68000,20080826
3532052219,蔡錦文診所,一般診所（醫務室）,(03)3229596,桃園市蘆竹區吉林路101號,北區業務組,4,門診診療,不分科,20271108,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,2025／05／30正常看診。5／31休診。,68000,20091109
3532052237,晨光診所,一般診所（醫務室）,(03)3238996,桃園市蘆竹區大竹路３９５之１號１樓,北區業務組,4,門診診療,不分科,20270125,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,68000,20091110
3532052264,日康診所,一般診所（醫務室）,(03)2129797,桃園市蘆竹區興榮里桃園街８２號１樓,北區業務組,4,門診診療,"不分科,兒科",20260630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,12／25上午開診12／25下午開診12／25晚上開診,68000,20110701
3532052273,愛鄰親子診所,一般診所（醫務室）,(03)3216784,桃園市蘆竹區南昌路45號1樓,北區業務組,4,門診診療,不分科,20260822,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20110823
3532052344,南崁診所,一般診所（醫務室）,(03)3225582,桃園市蘆竹區南崁路２４１號１樓,北區業務組,4,門診診療,不分科,20271130,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,12／25行憲紀念日整日開診,68000,20121201
3532052362,亮亮耳鼻喉科診所,專科診所,(03)2120506,桃園市蘆竹區南崁路２４３號,北區業務組,4,門診診療,耳鼻喉科,20280910,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20130911
3532052380,欣悅診所,專科診所,(03)3520876,桃園市蘆竹區光明路１段１０號,北區業務組,4,門診診療,精神科,20280929,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20130930
3532052451,佑心親子診所,專科診所,(03)3126997,桃園市蘆竹區忠孝西路１８６號１、２樓,北區業務組,4,門診診療,內科,20270902,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,68000,20150903
3532052460,安康骨科診所,專科診所,(03)3124790,桃園市蘆竹區仁愛路一段２２號１樓、２２號２樓之２,北區業務組,4,"復健－物理治療業務,門診診療",骨科,20270910,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20150911
3532052488,喜樂診所,專科診所,(03)2229515,桃園市蘆竹區南竹路１段１１０號１樓,北區業務組,4,門診診療,家醫科,20280406,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20160407
3532052497,南崁皮膚專科診所,專科診所,(03)3521521,桃園市蘆竹區南竹路一段８０號１樓,北區業務組,4,門診診療,皮膚科,20280720,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20160721
3532052513,蘆竹大學眼科診所,西醫診所,(03)3521318,桃園市蘆竹區中正路３２４號２樓、３２６號１樓,北區業務組,4,門診診療,眼科,20281120,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,10／06中秋節全天停診,68000,20161121
3532052522,新合骨外科診所,專科診所,(03)3235845,桃園市蘆竹區愛國一路８號及１０號１樓至２樓,北區業務組,4,"復健－物理治療業務,門診診療","外科,骨科",20260626,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,國定假日只有早上門診，星期日整天休診!,68000,20170627
3532052540,旭康診所,西醫診所,(03)3129011,桃園市蘆竹區中山路50號1樓、52之1號1樓(含夾層)、56號1樓,北區業務組,4,,,20241014,,,68000,20180702
3532052559,安祐診所,西醫診所,(03)2229191,桃園市蘆竹區忠孝西路１９２號１樓,北區業務組,4,門診診療,內科,20270723,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,20180724
3532052568,陳俊仁親子診所,西醫診所,(03)3215866,桃園市蘆竹區中正路１２８號１樓,北區業務組,4,門診診療,兒科,20270729,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,01／01 上午開診,68000,20180730
3532052577,鴻彰診所,西醫診所,(03)3229799,桃園市蘆竹區中正路３５３號１樓,北區業務組,4,門診診療,家醫科,20270831,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,12／25上午開診12／25下午開診12／25晚上開診,68000,20180901
3532052586,安捷幸福診所,西醫診所,(03)2220258,桃園市蘆竹區吉林路１２號１樓,北區業務組,4,,,20240923,,,68000,20181010
3532052595,上大新復健科診所,西醫診所,(03)3225707,桃園市蘆竹區桃園街１２、１６、１８、２０、２２號,北區業務組,4,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療",復健科,20280916,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,68000,20190917
3532052602,張玉麟診所,西醫診所,(03)2222095,桃園市蘆竹區中正路１０８號１樓,北區業務組,4,門診診療,不分科,20260206,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,68000,20200207
3532052611,昕生診所,西醫診所,(03)3525151,桃園市蘆竹區忠孝西路５２號１樓,北區業務組,4,,,20220111,,,68000,20210111
